Ward No,Ward Name,District Name,LSG Qid,Name in English,Name in Malyalam,LSG localbody code,Position,Party,Reservation
19,Unnamthala,Malappuram ,Q13111399,Koottilangadi Grama Panchayat,കൂട്ടിലങ്ങാടി ഗ്രാമ പഞ്ചായത്ത്,G100805,Member,IUML,Woman
1,Ramapuram North,Malappuram ,Q16135460,Puzhakkattiri Grama Panchayat,പുഴക്കാട്ടിരി ഗ്രാമ പഞ്ചായത്ത്,G100806,Member,CPI(M),General
2,Ramapuram,Malappuram ,Q16135460,Puzhakkattiri Grama Panchayat,പുഴക്കാട്ടിരി ഗ്രാമ പഞ്ചായത്ത്,G100806,Member,IUML,Woman
3,Panangagara 38,Malappuram ,Q16135460,Puzhakkattiri Grama Panchayat,പുഴക്കാട്ടിരി ഗ്രാമ പഞ്ചായത്ത്,G100806,Member,IUML,Woman
4,Panangagara,Malappuram ,Q16135460,Puzhakkattiri Grama Panchayat,പുഴക്കാട്ടിരി ഗ്രാമ പഞ്ചായത്ത്,G100806,Member,IUML,General
5,Ramapuram Udumbanasseri,Malappuram ,Q16135460,Puzhakkattiri Grama Panchayat,പുഴക്കാട്ടിരി ഗ്രാമ പഞ്ചായത്ത്,G100806,Member,IUML,General
6,Pathiramanna West,Malappuram ,Q16135460,Puzhakkattiri Grama Panchayat,പുഴക്കാട്ടിരി ഗ്രാമ പഞ്ചായത്ത്,G100806,Member,IUML,SC
7,Pathiramanna East,Malappuram ,Q16135460,Puzhakkattiri Grama Panchayat,പുഴക്കാട്ടിരി ഗ്രാമ പഞ്ചായത്ത്,G100806,Member,IUML,Woman
8,Mannumkulam,Malappuram ,Q16135460,Puzhakkattiri Grama Panchayat,പുഴക്കാട്ടിരി ഗ്രാമ പഞ്ചായത്ത്,G100806,Member,CPI(M),Woman
9,Kottuvadu West Palliyaal,Malappuram ,Q16135460,Puzhakkattiri Grama Panchayat,പുഴക്കാട്ടിരി ഗ്രാമ പഞ്ചായത്ത്,G100806,Member,CPI,Woman
10,Puzhakkattiri,Malappuram ,Q16135460,Puzhakkattiri Grama Panchayat,പുഴക്കാട്ടിരി ഗ്രാമ പഞ്ചായത്ത്,G100806,President,CPI(M),General
11,Kadungapuram East,Malappuram ,Q16135460,Puzhakkattiri Grama Panchayat,പുഴക്കാട്ടിരി ഗ്രാമ പഞ്ചായത്ത്,G100806,Member,CPI,Woman
12,Kadungapuram West,Malappuram ,Q16135460,Puzhakkattiri Grama Panchayat,പുഴക്കാട്ടിരി ഗ്രാമ പഞ്ചായത്ത്,G100806,Member,CPI(M),General
13,Pottippara,Malappuram ,Q16135460,Puzhakkattiri Grama Panchayat,പുഴക്കാട്ടിരി ഗ്രാമ പഞ്ചായത്ത്,G100806,Member,IUML,Woman
14,Paravakkal,Malappuram ,Q16135460,Puzhakkattiri Grama Panchayat,പുഴക്കാട്ടിരി ഗ്രാമ പഞ്ചായത്ത്,G100806,Member,CPI(M),Woman
15,Padapparambu,Malappuram ,Q16135460,Puzhakkattiri Grama Panchayat,പുഴക്കാട്ടിരി ഗ്രാമ പഞ്ചായത്ത്,G100806,Member,IUML,General
16,Kattilasseri,Malappuram ,Q16135460,Puzhakkattiri Grama Panchayat,പുഴക്കാട്ടിരി ഗ്രാമ പഞ്ചായത്ത്,G100806,Vice President,CPI(M),Woman
17,Ramapuram South,Malappuram ,Q16135460,Puzhakkattiri Grama Panchayat,പുഴക്കാട്ടിരി ഗ്രാമ പഞ്ചായത്ത്,G100806,Member,CPI(M),General
1,Mangattupulam,Malappuram ,Q13111698,Kodur Grama Panchayat,കോഡൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100605,Vice President,INC,Woman
2,Vadakkemanna,Malappuram ,Q13111698,Kodur Grama Panchayat,കോഡൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100605,Member,IUML,Woman
3,Chemmankadavu,Malappuram ,Q13111698,Kodur Grama Panchayat,കോഡൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100605,Member,IUML,Woman
4,Cholakkal,Malappuram ,Q13111698,Kodur Grama Panchayat,കോഡൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100605,Member,IUML,Woman
5,Ummathur,Malappuram ,Q13111698,Kodur Grama Panchayat,കോഡൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100605,Member,INDEPENDENT,Woman
6,Peringottupulam,Malappuram ,Q13111698,Kodur Grama Panchayat,കോഡൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100605,Member,IUML,Woman
7,Chattipparamb,Malappuram ,Q13111698,Kodur Grama Panchayat,കോഡൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100605,Member,IUML,SC
8,East Kodur,Malappuram ,Q13111698,Kodur Grama Panchayat,കോഡൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100605,Member,INDEPENDENT,Woman
9,Thanikkal,Malappuram ,Q13111698,Kodur Grama Panchayat,കോഡൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100605,Member,CPI(M),Woman
10,Valiyad,Malappuram ,Q13111698,Kodur Grama Panchayat,കോഡൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100605,Member,IUML,General
11,Arakkalpadi,Malappuram ,Q13111698,Kodur Grama Panchayat,കോഡൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100605,Member,IUML,General
12,Alpattakkulamba,Malappuram ,Q13111698,Kodur Grama Panchayat,കോഡൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100605,Member,CPI(M),General
13,Puliyattukulam,Malappuram ,Q13111698,Kodur Grama Panchayat,കോഡൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100605,Member,INDEPENDENT,General
14,Ottathara,Malappuram ,Q13111698,Kodur Grama Panchayat,കോഡൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100605,Member,IUML,General
15,Varikkode,Malappuram ,Q13111698,Kodur Grama Panchayat,കോഡൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100605,President,IUML,General
16,Nattukallingal Padi,Malappuram ,Q13111698,Kodur Grama Panchayat,കോഡൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100605,Member,IUML,Woman
17,Palakkal,Malappuram ,Q13111698,Kodur Grama Panchayat,കോഡൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100605,Member,CPI(M),General
18,West Kodur,Malappuram ,Q13111698,Kodur Grama Panchayat,കോഡൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100605,Member,IUML,General
19,Kareeparamba,Malappuram ,Q13111698,Kodur Grama Panchayat,കോഡൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100605,Member,INDEPENDENT,Woman
1,Mannarambu,Malappuram ,Q13109815,Angadippuram Grama Panchayat,അങ്ങാടിപ്പുറം ഗ്രാമ പഞ്ചായത്ത്,G100708,Member,CPI(M),General
2,Mele Aripra,Malappuram ,Q13109815,Angadippuram Grama Panchayat,അങ്ങാടിപ്പുറം ഗ്രാമ പഞ്ചായത്ത്,G100708,Member,CPI(M),General
3,Thirurkkad Town,Malappuram ,Q13109815,Angadippuram Grama Panchayat,അങ്ങാടിപ്പുറം ഗ്രാമ പഞ്ചായത്ത്,G100708,Member,CPI(M),Woman
4,Peechaniparambu,Malappuram ,Q13109815,Angadippuram Grama Panchayat,അങ്ങാടിപ്പുറം ഗ്രാമ പഞ്ചായത്ത്,G100708,Member,CPI(M),General
5,Valamboor,Malappuram ,Q13109815,Angadippuram Grama Panchayat,അങ്ങാടിപ്പുറം ഗ്രാമ പഞ്ചായത്ത്,G100708,Member,IUML,SC
6,Chengode,Malappuram ,Q13109815,Angadippuram Grama Panchayat,അങ്ങാടിപ്പുറം ഗ്രാമ പഞ്ചായത്ത്,G100708,Member,CPI(M),General
7,Pooppalam,Malappuram ,Q13109815,Angadippuram Grama Panchayat,അങ്ങാടിപ്പുറം ഗ്രാമ പഞ്ചായത്ത്,G100708,Member,CPI(M),Woman
8,Chathanalloor,Malappuram ,Q13109815,Angadippuram Grama Panchayat,അങ്ങാടിപ്പുറം ഗ്രാമ പഞ്ചായത്ത്,G100708,Member,CPI(M),Woman
9,Eranthode,Malappuram ,Q13109815,Angadippuram Grama Panchayat,അങ്ങാടിപ്പുറം ഗ്രാമ പഞ്ചായത്ത്,G100708,Member,BJP,SC Woman
10,Oradampalam,Malappuram ,Q13109815,Angadippuram Grama Panchayat,അങ്ങാടിപ്പുറം ഗ്രാമ പഞ്ചായത്ത്,G100708,Member,CPI(M),Woman
11,Thirurkkad Para,Malappuram ,Q13109815,Angadippuram Grama Panchayat,അങ്ങാടിപ്പുറം ഗ്രാമ പഞ്ചായത്ത്,G100708,Member,IUML,General
12,Kottaparambu,Malappuram ,Q13109815,Angadippuram Grama Panchayat,അങ്ങാടിപ്പുറം ഗ്രാമ പഞ്ചായത്ത്,G100708,President,CPI(M),General
13,Angadippuram North,Malappuram ,Q13109815,Angadippuram Grama Panchayat,അങ്ങാടിപ്പുറം ഗ്രാമ പഞ്ചായത്ത്,G100708,Member,CPI(M),General
14,Angadippuram South,Malappuram ,Q13109815,Angadippuram Grama Panchayat,അങ്ങാടിപ്പുറം ഗ്രാമ പഞ്ചായത്ത്,G100708,Member,CPI(M),Woman
15,Kayakkundu,Malappuram ,Q13109815,Angadippuram Grama Panchayat,അങ്ങാടിപ്പുറം ഗ്രാമ പഞ്ചായത്ത്,G100708,Member,CPI(M),Woman
16,Thattarakkadu,Malappuram ,Q13109815,Angadippuram Grama Panchayat,അങ്ങാടിപ്പുറം ഗ്രാമ പഞ്ചായത്ത്,G100708,Member,IUML,General
17,Pariyapuram,Malappuram ,Q13109815,Angadippuram Grama Panchayat,അങ്ങാടിപ്പുറം ഗ്രാമ പഞ്ചായത്ത്,G100708,Member,CPI(M),Woman
18,Puthanangadi Town,Malappuram ,Q13109815,Angadippuram Grama Panchayat,അങ്ങാടിപ്പുറം ഗ്രാമ പഞ്ചായത്ത്,G100708,Member,INC,Woman
19,Puthanangadi Pallipadi,Malappuram ,Q13109815,Angadippuram Grama Panchayat,അങ്ങാടിപ്പുറം ഗ്രാമ പഞ്ചായത്ത്,G100708,Member,IUML,Woman
20,Vailongara,Malappuram ,Q13109815,Angadippuram Grama Panchayat,അങ്ങാടിപ്പുറം ഗ്രാമ പഞ്ചായത്ത്,G100708,Member,CPI(M),General
21,Cherakkaparambu,Malappuram ,Q13109815,Angadippuram Grama Panchayat,അങ്ങാടിപ്പുറം ഗ്രാമ പഞ്ചായത്ത്,G100708,Member,CPI(M),Woman
22,Vazhipara,Malappuram ,Q13109815,Angadippuram Grama Panchayat,അങ്ങാടിപ്പുറം ഗ്രാമ പഞ്ചായത്ത്,G100708,Member,IUML,General
23,Thazhe Aripra,Malappuram ,Q13109815,Angadippuram Grama Panchayat,അങ്ങാടിപ്പുറം ഗ്രാമ പഞ്ചായത്ത്,G100708,Vice President,CPI(M),Woman
1,Puthanathani,Malappuram ,Q13110215,Athavanad Grama Panchayat,ആതവനാട് ഗ്രാമ പഞ്ചായത്ത്,G100901,Member,IUML,General
2,Punnathala,Malappuram ,Q13110215,Athavanad Grama Panchayat,ആതവനാട് ഗ്രാമ പഞ്ചായത്ത്,G100901,Member,INDEPENDENT,Woman
3,Cherakkal,Malappuram ,Q13110215,Athavanad Grama Panchayat,ആതവനാട് ഗ്രാമ പഞ്ചായത്ത്,G100901,Member,INDEPENDENT,General
4,Vettichira,Malappuram ,Q13110215,Athavanad Grama Panchayat,ആതവനാട് ഗ്രാമ പഞ്ചായത്ത്,G100901,Member,INDEPENDENT,SC
5,Kambivalapp,Malappuram ,Q13110215,Athavanad Grama Panchayat,ആതവനാട് ഗ്രാമ പഞ്ചായത്ത്,G100901,Member,IUML,General
6,Karippol,Malappuram ,Q13110215,Athavanad Grama Panchayat,ആതവനാട് ഗ്രാമ പഞ്ചായത്ത്,G100901,Member,INDEPENDENT,Woman
7,Pattarkallu,Malappuram ,Q13110215,Athavanad Grama Panchayat,ആതവനാട് ഗ്രാമ പഞ്ചായത്ത്,G100901,Member,IUML,General
8,Chottoor,Malappuram ,Q13110215,Athavanad Grama Panchayat,ആതവനാട് ഗ്രാമ പഞ്ചായത്ത്,G100901,Member,IUML,General
9,Parappuram,Malappuram ,Q13110215,Athavanad Grama Panchayat,ആതവനാട് ഗ്രാമ പഞ്ചായത്ത്,G100901,Member,IUML,General
10,Parithi,Malappuram ,Q13110215,Athavanad Grama Panchayat,ആതവനാട് ഗ്രാമ പഞ്ചായത്ത്,G100901,Member,INDEPENDENT,Woman
11,Kavungal,Malappuram ,Q13110215,Athavanad Grama Panchayat,ആതവനാട് ഗ്രാമ പഞ്ചായത്ത്,G100901,Member,INDEPENDENT,Woman
12,Kattilangadi,Malappuram ,Q13110215,Athavanad Grama Panchayat,ആതവനാട് ഗ്രാമ പഞ്ചായത്ത്,G100901,Member,INDEPENDENT,General
13,Mannekkara,Malappuram ,Q13110215,Athavanad Grama Panchayat,ആതവനാട് ഗ്രാമ പഞ്ചായത്ത്,G100901,Member,IUML,General
14,A.K.K.Nagar,Malappuram ,Q13110215,Athavanad Grama Panchayat,ആതവനാട് ഗ്രാമ പഞ്ചായത്ത്,G100901,Member,INDEPENDENT,General
15,Yatheemkhana Nagar,Malappuram ,Q13110215,Athavanad Grama Panchayat,ആതവനാട് ഗ്രാമ പഞ്ചായത്ത്,G100901,Member,IUML,Woman
16,Kurumbathur,Malappuram ,Q13110215,Athavanad Grama Panchayat,ആതവനാട് ഗ്രാമ പഞ്ചായത്ത്,G100901,Member,INC,Woman
17,Kattamkunnu,Malappuram ,Q13110215,Athavanad Grama Panchayat,ആതവനാട് ഗ്രാമ പഞ്ചായത്ത്,G100901,Member,INC,Woman
18,Koodassery,Malappuram ,Q13110215,Athavanad Grama Panchayat,ആതവനാട് ഗ്രാമ പഞ്ചായത്ത്,G100901,Member,INDEPENDENT,Woman
19,Karuvampadi,Malappuram ,Q13110215,Athavanad Grama Panchayat,ആതവനാട് ഗ്രാമ പഞ്ചായത്ത്,G100901,Member,INC,Woman
20,Cheloor,Malappuram ,Q13110215,Athavanad Grama Panchayat,ആതവനാട് ഗ്രാമ പഞ്ചായത്ത്,G100901,Member,INDEPENDENT,General
21,Kuttikalathani,Malappuram ,Q13110215,Athavanad Grama Panchayat,ആതവനാട് ഗ്രാമ പഞ്ചായത്ത്,G100901,Member,IUML,Woman
22,Pallippara,Malappuram ,Q13110215,Athavanad Grama Panchayat,ആതവനാട് ഗ്രാമ പഞ്ചായത്ത്,G100901,Member,IUML,Woman
1,Vadakkumpuram,Malappuram ,Q16135161,Edayur Grama Panchayat,എടയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100902,Member,INDEPENDENT,General
2,Chenkundanpadi,Malappuram ,Q16135161,Edayur Grama Panchayat,എടയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100902,Member,CPI,SC Woman
3,Chemmalakkunnu,Malappuram ,Q16135161,Edayur Grama Panchayat,എടയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100902,Vice President,CPI(M),Woman
4,Mannathparamb,Malappuram ,Q16135161,Edayur Grama Panchayat,എടയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100902,Member,CPI(M),SC
5,Edayur,Malappuram ,Q16135161,Edayur Grama Panchayat,എടയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100902,President,CPI(M),General
6,Athippatta,Malappuram ,Q16135161,Edayur Grama Panchayat,എടയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100902,Member,CPI(M),General
7,Punnamchola,Malappuram ,Q16135161,Edayur Grama Panchayat,എടയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100902,Member,IUML,General
8,Ambalacity,Malappuram ,Q16135161,Edayur Grama Panchayat,എടയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100902,Member,BJP,Woman
9,Pookkattiri,Malappuram ,Q16135161,Edayur Grama Panchayat,എടയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100902,Member,IUML,General
10,Vattapparamb,Malappuram ,Q16135161,Edayur Grama Panchayat,എടയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100902,Member,CPI(M),Woman
11,Poovathumthara,Malappuram ,Q16135161,Edayur Grama Panchayat,എടയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100902,Member,WPI,Woman
12,Adhikarippadi,Malappuram ,Q16135161,Edayur Grama Panchayat,എടയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100902,Member,CPI(M),General
13,Cheenichode,Malappuram ,Q16135161,Edayur Grama Panchayat,എടയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100902,Member,CPI(M),General
14,Mavandiyur,Malappuram ,Q16135161,Edayur Grama Panchayat,എടയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100902,Member,IUML,Woman
15,Moonnakkal,Malappuram ,Q16135161,Edayur Grama Panchayat,എടയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100902,Member,IUML,Woman
16,Thindalam,Malappuram ,Q16135161,Edayur Grama Panchayat,എടയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100902,Member,INC,General
17,Valarthappadi,Malappuram ,Q16135161,Edayur Grama Panchayat,എടയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100902,Member,IUML,Woman
18,C.K Para,Malappuram ,Q16135161,Edayur Grama Panchayat,എടയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100902,Member,IUML,Woman
19,Mukkilappeedika,Malappuram ,Q16135161,Edayur Grama Panchayat,എടയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G100902,Member,IUML,Woman
1,Ambal,Malappuram ,Q13110441,Irimbiliyam Grama Panchayat,ഇരിമ്പിളിയം ഗ്രാമ പഞ്ചായത്ത്,G100903,Member,INC,SC
2,Valiyakunnu West,Malappuram ,Q13110441,Irimbiliyam Grama Panchayat,ഇരിമ്പിളിയം ഗ്രാമ പഞ്ചായത്ത്,G100903,Member,INC,Woman
3,Valiyakunnu East,Malappuram ,Q13110441,Irimbiliyam Grama Panchayat,ഇരിമ്പിളിയം ഗ്രാമ പഞ്ചായത്ത്,G100903,Member,IUML,SC Woman
4,Kodumudi,Malappuram ,Q13110441,Irimbiliyam Grama Panchayat,ഇരിമ്പിളിയം ഗ്രാമ പഞ്ചായത്ത്,G100903,Member,JD(S),General
5,Karapparambu,Malappuram ,Q13110441,Irimbiliyam Grama Panchayat,ഇരിമ്പിളിയം ഗ്രാമ പഞ്ചായത്ത്,G100903,Member,INC,Woman
